,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,3009188849.110106,0,0.0,0.0,2.591004431390261
1,539599954.4902104,0,0.0,0.0,0.44949910944181715
2,3451880725.0724707,0,0.0,0.0,2.1133856639262376
3,505732482.47063434,0,0.0,0.0,0.4657642411745827
4,266341731.13420233,0,0.0,0.0,0.2088092825204915
5,110831785.65729941,0,0.0,0.0,0.10899853490479003
6,3072399403.968388,0,0.0,0.0,1.9525339155485144
7,1093929712.486337,0,0.0,0.0,0.9992455106671432
8,1316335679.2660015,0,0.0,0.0,1.1977003919365519
9,298973639.8390846,0,0.0,0.0,0.20515637688652824
10,3071782519.3158064,0,0.0,0.0,2.1280958503981604
11,212749811.5488096,0,0.0,0.0,0.259964224729905
12,868360425.5825357,0,0.0,0.0,0.9505428210845193
13,728476725.5100882,0,0.0,0.0,1.1651568696552639
14,2359631812.6657605,0,0.0,0.0,1.9501092171334975
15,1693270309.754825,0,0.0,0.0,1.439176715711167
16,3142316422.438792,0,0.0,0.0,2.157426803977797
17,247706468.21843833,0,0.0,0.0,0.36295284210801937
18,1340041249.5690782,0,0.0,0.0,0.738975802234349
19,2904594516.7775393,0,0.0,0.0,3.729013831786954
20,2389563429.578296,0,0.0,0.0,4.157150402533153
21,341255833.87572926,0,0.0,0.0,0.45647815276287024
22,3483984951.5670433,0,0.0,0.0,2.6874000660839226
23,4143899497.020006,0,0.0,0.0,5.123574673231576
24,2228504534.898717,0,0.0,0.0,1.6975581734868288
25,4032311949.676099,0,0.0,0.0,2.232202249564688
26,2802026272.198056,0,0.0,0.0,4.114711103499982
27,1568740542.8202927,0,0.0,0.0,1.2295405065268032
28,3102581986.889796,0,0.0,0.0,2.168531445752153
29,374669019.62704754,0,0.0,0.0,0.4614327211163247
30,710322642.9010868,0,0.0,0.0,0.6539526656183213
31,3653277260.943019,0,0.0,0.0,4.348051516294163
32,2620724817.7890983,0,0.0,0.0,3.806797168400216
33,208680980.27479813,0,0.0,0.0,0.33447524298764325
34,409817287.34238386,0,0.0,0.0,0.27621862427502314
35,1285653741.5165167,0,0.0,0.0,2.158337889524163
36,2848497513.606816,0,0.0,0.0,2.116612225268451
37,2664839382.7255263,0,0.0,0.0,1.9052101244452655
38,232399170.62341458,0,0.0,0.0,0.2648688655136655
39,1567035732.8334284,0,0.0,0.0,3.618501668879013
40,1665355848.6859574,0,0.0,0.0,3.7098715782356204
41,3424460969.3062906,0,0.0,0.0,2.0261881137593325
42,2646831928.460298,0,0.0,0.0,3.782875414601218
43,2912146358.4437222,0,0.0,0.0,2.360861060913885
44,2266279065.756319,0,0.0,0.0,1.9157847920576754
45,1355802130.027983,0,0.0,0.0,2.1275404457722837
46,3503506598.434779,0,0.0,0.0,1.9744974096544083
47,519608592.4897343,0,0.0,0.0,0.42296965104597367
48,3981665850.82843,0,0.0,0.0,2.400791739491679
49,2454378191.487333,0,0.0,0.0,1.8991145144471095
50,267743899.1902911,0,0.0,0.0,0.28165177326656143
51,2502914128.5844254,0,0.0,0.0,1.9466340282119834
52,825635832.0006248,0,0.0,0.0,1.3545939693534603
53,227712747.29419628,0,0.0,0.0,0.3491377354826057
54,324433639.3356865,0,0.0,0.0,0.2462965949615074
55,2161885869.7673903,0,0.0,0.0,1.9560501430895374
56,6026517040.127996,0,0.0,0.0,5.011354042244269
57,494257515.05707055,0,0.0,0.0,0.42506355185556977
58,695764415.0692209,0,0.0,0.0,0.7418265934093156
59,306160702.2683106,0,0.0,0.0,0.349268573604097
60,367416600.94523543,0,0.0,0.0,0.32452785299505194
61,3979170077.8782625,0,0.0,0.0,2.3133607263918528
62,1695033818.434969,0,0.0,0.0,3.3325304648317764
63,327511594.4133463,0,0.0,0.0,0.3476455673340173
64,491069333.1688304,0,0.0,0.0,0.6574168297546208
65,1790913699.4547977,0,0.0,0.0,1.2029115682838147
66,3062702514.325286,0,0.0,0.0,1.9443549738672106
67,192726126.8820035,0,0.0,0.0,0.2374178044509886
68,2266859119.673101,0,0.0,0.0,3.2501084171211403
69,1308407878.881359,0,0.0,0.0,2.2014893669794233
70,2755628918.653375,0,0.0,0.0,1.9832489324333575
71,3399513686.014789,0,0.0,0.0,2.0143622004716226
72,1947180351.870904,0,0.0,0.0,1.4580810806753923
73,2454038093.8449693,0,0.0,0.0,1.6821096613069655
74,1017052694.1544647,0,0.0,0.0,1.0716176859909647
75,2874708943.897525,0,0.0,0.0,2.774107950463972
76,3672574335.617383,0,0.0,0.0,2.2316564636341223
77,2116997173.804533,0,0.0,0.0,3.0843810312237547
78,339326503.2094697,0,0.0,0.0,0.3559729501536546
79,3024590719.140263,0,0.0,0.0,1.9561620883164503
80,3025562484.6433372,0,0.0,0.0,4.0283649696419035
81,632018920.9456139,0,0.0,0.0,0.4549583122586747
82,694858152.0772693,0,0.0,0.0,0.6306317079262354
83,546774208.9849613,0,0.0,0.0,0.618609391075307
84,765985852.4094864,0,0.0,0.0,0.7029243875835696
85,1259612871.9801083,0,0.0,0.0,1.6017657182086606
86,1619078133.3473117,0,0.0,0.0,3.050712882078812
87,852291386.1686001,0,0.0,0.0,1.4292413193458011
88,1481334104.3737218,0,0.0,0.0,1.1320095678812598
89,887916686.266712,0,0.0,0.0,0.8595723606090753
90,3141086643.887878,0,0.0,0.0,2.288439505248835
91,2501775783.2668266,0,0.0,0.0,1.9452238594566231
92,804505020.5110518,0,0.0,0.0,1.3223036527486325
93,2586855630.639491,0,0.0,0.0,3.3485674820108744
94,2214928513.458156,0,0.0,0.0,3.9782496623794827
95,655396958.5126711,0,0.0,0.0,0.9614016956442659
96,2780905615.800934,0,0.0,0.0,1.9244134614441453
97,3203215472.4144034,0,0.0,0.0,2.382312806321309
98,3497341047.1467085,0,0.0,0.0,1.9708405853709823
99,512195819.6009251,0,0.0,0.0,0.6069012604576302
100,256609940.3299614,0,710400000.0,0.0,0.34049376722119046
101,285005280.7011315,0,710400000.0,0.0,0.22663306658526153
102,2237809928.4647503,0,710400000.0,0.0,2.777106165942274
103,138746081.65126848,0,710400000.0,0.0,0.13852885686383662
104,155052769.46636268,0,710400000.0,0.0,0.11942058196687602
105,53114149.4775388,0,710400000.0,0.0,0.05242229351832449
106,156026460.4904064,0,710400000.0,0.0,0.2188465095063793
107,820263767.680664,0,710400000.0,0.0,0.7614530138090464
108,714850715.2843109,0,710400000.0,0.0,0.5984612279093976
109,99434671.71785736,0,710400000.0,0.0,0.05104191043792386
110,363988154.6095432,0,710400000.0,0.0,0.3138476016012749
111,89827451.43975405,0,710400000.0,0.0,0.09756003561814805
112,340080169.55087334,0,710400000.0,0.0,0.372357836800396
113,282087541.5112599,0,710400000.0,0.0,0.3746776337454325
114,39395782.39982704,0,710400000.0,0.0,0.036508756919033845
115,112558068.73242946,0,710400000.0,0.0,0.12157889076729368
116,2717405696.8365374,0,710400000.0,0.0,1.7518534509963235
117,90368416.40233068,0,710400000.0,0.0,0.14968749298342426
118,102072325.18549685,0,710400000.0,0.0,0.07710523944977814
119,1421660530.2911522,0,710400000.0,0.0,1.8520356560239237
120,2027701035.3470626,0,710400000.0,0.0,3.671182109853154
121,93265104.76746592,0,710400000.0,0.0,0.14088548712274704
122,1594371729.25509,0,710400000.0,0.0,1.3115086378670004
123,1724897818.5340528,0,710400000.0,0.0,3.267387890861156
124,129456036.98194283,0,710400000.0,0.0,0.2233435563679501
125,313808009.0476564,0,710400000.0,0.0,0.17815071870690563
126,2466298383.9175935,0,710400000.0,0.0,3.6816467964390904
127,867516989.7408966,0,710400000.0,0.0,0.6735962356833256
128,1266856721.5578175,0,710400000.0,0.0,1.0540608972105736
129,71958246.08516346,0,710400000.0,0.0,0.14460650726935842
130,427800135.9469471,0,710400000.0,0.0,0.3670947968694973
131,1371436840.1414776,0,710400000.0,0.0,2.6597070910155964
132,674812688.5179064,0,710400000.0,0.0,1.0645125139119123
133,84325753.60585207,0,710400000.0,0.0,0.14541955193225103
134,44481778.15155044,0,710400000.0,0.0,0.031159527247062068
135,366502563.4377724,0,710400000.0,0.0,0.5530564609305725
136,930449549.7688354,0,710400000.0,0.0,0.8567567454273428
137,398722014.73292834,0,710400000.0,0.0,0.5984159707664419
138,103510863.53475863,0,710400000.0,0.0,0.08511317935315349
139,1456828246.4729567,0,710400000.0,0.0,3.248132150788252
140,494419516.6359904,0,710400000.0,0.0,1.0994892163391885
141,932783387.8108282,0,710400000.0,0.0,0.6500180859607116
142,2276955284.638409,0,710400000.0,0.0,3.291607310411982
143,2425185409.880728,0,710400000.0,0.0,1.7581521005716596
144,2020894804.1932282,0,710400000.0,0.0,1.6542785097699328
145,294945265.6178273,0,710400000.0,0.0,0.45008575454571825
146,396896525.9285581,0,710400000.0,0.0,0.2601724088305442
147,50097556.077074386,0,710400000.0,0.0,0.0957476932174154
148,462183187.3677023,0,710400000.0,0.0,0.41287933204888366
149,42232871.08138168,0,710400000.0,0.0,0.02815685482743121
150,105102498.26686995,0,710400000.0,0.0,0.10752762643017084
151,335513468.5397335,0,710400000.0,0.0,0.4083178414031554
152,127426712.14696229,0,710400000.0,0.0,0.1771242030495493
153,87155020.42211454,0,710400000.0,0.0,0.14151385424252977
154,69296149.74615097,0,710400000.0,0.0,0.08734218683934025
155,89733640.63213804,0,710400000.0,0.0,0.0824690764396266
156,2614193073.674911,0,710400000.0,0.0,3.3237563712662257
157,369088297.4456273,0,710400000.0,0.0,0.30647581513371924
158,461501990.27259994,0,710400000.0,0.0,0.5008717080910843
159,90413443.95485635,0,710400000.0,0.0,0.09738192313550943
160,101235065.06167567,0,710400000.0,0.0,0.10093453056022715
161,1227946827.1351886,0,710400000.0,0.0,0.882501819527178
